UserID,UserName,Age,Gender,Location,LastLogin,PurchaseAmount,PurchaseCategory,ReviewScore,LoginFrequency,PurchaseAmount-z,ReviewScore-z
49,User_49,27,Female,Location_49,2023-01-29,272.0,Clothing,4,Daily,-0.8301120294799733,0.7198753779806731
50,User_50,50,Female,Location_50,2023-10-29,131.0,Clothing,3,Monthly,-1.3190843617870458,0.01960750056756699
51,User_51,49,Male,Location_51,2023-04-29,185.0,Food,2,Weekly,-1.131818362180082,-0.6806603768455392
52,User_52,28,Male,Location_52,2023-02-12,182.0,Home & Garden,5,Daily,-1.1422220288249132,1.4201432553937792
53,User_53,70,Female,Location_53,2023-06-26,787.0,Home & Garden,5,Monthly,0.9558507445494049,1.4201432553937792
54,User_54,41,Male,Location_54,2023-11-08,525.0,Food,3,Weekly,0.047263857567468794,0.01960750056756699
55,User_55,53,Male,Location_55,2023-03-15,403.0,Food,5,Weekly,-0.37581858598900525,1.4201432553937792
56,User_56,29,Male,Location_56,2023-08-28,133.0,Food,1,Weekly,-1.312148584023825,-1.3809282542586454
57,User_57,68,Female,Location_57,2023-12-13,766.0,Books,1,Weekly,0.8830250780355856,-1.3809282542586454
58,User_58,46,Female,Location_58,2023-06-18,517.0,Food,2,Monthly,0.01952074651458525,-0.6806603768455392
59,User_59,52,Female,Location_59,2023-06-03,44.0,Books,4,Monthly,-1.6207906944871544,0.7198753779806731
60,User_60,18,Male,Location_60,2023-08-29,488.0,Electronics,5,Daily,-0.0810480310521176,1.4201432553937792
61,User_61,18,Female,Location_61,2023-06-25,523.0,Food,2,Weekly,0.04032807980424791,-0.6806603768455392
62,User_62,54,Female,Location_62,2023-06-19,304.0,Food,5,Weekly,-0.7191395852684391,1.4201432553937792
63,User_63,23,Male,Location_63,2023-07-16,216.0,Home & Garden,1,Weekly,-1.024313806850158,-1.3809282542586454
64,User_64,56,Male,Location_64,2023-06-07,986.0,Food,2,Weekly,1.6459606319898832,-0.6806603768455392
65,User_65,58,Female,Location_65,2023-08-10,872.0,Books,2,Weekly,1.2506212994862926,-0.6806603768455392
66,User_66,70,Female,Location_66,2023-06-30,444.0,Books,4,Weekly,-0.2336351418429771,0.7198753779806731
67,User_67,35,Female,Location_67,2023-08-21,151.0,Food,1,Monthly,-1.249726584154837,-1.3809282542586454
68,User_68,33,Female,Location_68,2023-09-27,864.0,Books,2,Weekly,1.222878188433409,-0.6806603768455392
69,User_69,22,Male,Location_69,2023-03-29,56.0,Food,1,Monthly,-1.579176027907829,-1.3809282542586454
70,User_70,59,Female,Location_70,2023-08-23,865.0,Electronics,1,Daily,1.2263460773150194,-1.3809282542586454
71,User_71,60,Female,Location_71,2023-02-17,815.0,Books,3,Monthly,1.0529516332344973,0.01960750056756699
72,User_72,49,Male,Location_72,2023-01-18,871.0,Books,3,Daily,1.2471534106046822,0.01960750056756699
73,User_73,19,Male,Location_73,2023-07-16,759.0,Books,4,Daily,0.8587498558643125,0.7198753779806731
74,User_74,19,Female,Location_74,2023-02-05,756.0,Books,1,Monthly,0.8483461892194811,-1.3809282542586454
75,User_75,57,Female,Location_75,2023-09-21,356.0,Food,3,Monthly,-0.5388093634246961,0.01960750056756699
76,User_76,59,Female,Location_76,2023-10-01,92.0,Food,5,Weekly,-1.454332028169853,1.4201432553937792
77,User_77,53,Female,Location_77,2023-09-28,992.0,Electronics,1,Weekly,1.6667679652795457,-1.3809282542586454
78,User_78,56,Female,Location_78,2023-09-15,528.0,Food,2,Daily,0.05766752421230013,-0.6806603768455392
79,User_79,29,Male,Location_79,2023-10-02,596.0,Books,1,Daily,0.29348396816181027,-1.3809282542586454
80,User_80,64,Male,Location_80,2023-03-02,437.0,Electronics,2,Monthly,-0.2579103640142502,-0.6806603768455392
81,User_81,36,Female,Location_81,2023-10-22,523.0,Clothing,4,Daily,0.04032807980424791,0.7198753779806731
82,User_82,45,Male,Location_82,2023-01-08,467.0,Home & Garden,3,Weekly,-0.1538736975659369,0.01960750056756699
83,User_83,18,Female,Location_83,2023-11-04,484.0,Electronics,5,Monthly,-0.09491958657855937,1.4201432553937792
84,User_84,32,Male,Location_84,2023-12-27,186.0,Home & Garden,3,Weekly,-1.1283504732984715,0.01960750056756699
85,User_85,53,Female,Location_85,2023-10-20,857.0,Books,2,Monthly,1.198602966262136,-0.6806603768455392
86,User_86,30,Female,Location_86,2023-01-22,411.0,Clothing,4,Daily,-0.34807547493612173,0.7198753779806731
87,User_87,60,Male,Location_87,2023-08-14,285.0,Home & Garden,2,Daily,-0.7850294740190376,-0.6806603768455392
88,User_88,38,Female,Location_88,2023-05-14,264.0,Electronics,4,Weekly,-0.8578551405328568,0.7198753779806731
89,User_89,29,Female,Location_89,2023-05-21,157.0,Food,4,Daily,-1.2289192508651743,0.7198753779806731
90,User_90,22,Female,Location_90,2023-02-20,843.0,Home & Garden,5,Monthly,1.1500525219195896,1.4201432553937792
91,User_91,24,Female,Location_91,2023-06-09,421.0,Food,5,Weekly,-0.3133965861200173,1.4201432553937792
92,User_92,22,Female,Location_92,2023-12-17,750.0,Home & Garden,3,Weekly,0.8275388559298185,0.01960750056756699
93,User_93,65,Female,Location_93,2023-12-28,941.0,Books,5,Daily,1.4899056323174131,1.4201432553937792
94,User_94,70,Male,Location_94,2023-07-05,275.0,Food,2,Daily,-0.819708362835142,-0.6806603768455392
95,User_95,21,Male,Location_95,2023-10-27,755.0,Clothing,2,Monthly,0.8448783003378707,-0.6806603768455392
96,User_96,30,Female,Location_96,2023-02-08,23.0,Electronics,4,Daily,-1.6936163610009736,0.7198753779806731
97,User_97,54,Female,Location_97,2023-02-07,447.0,Clothing,3,Weekly,-0.22323147519814576,0.01960750056756699
98,User_98,70,Male,Location_98,2023-04-15,336.0,Home & Garden,3,Monthly,-0.608167141056905,0.01960750056756699
99,User_99,58,Male,Location_99,2023-11-23,994.0,Home & Garden,3,Weekly,1.6737037430427666,0.01960750056756699
100,User_100,32,Male,Location_0,2023-01-31,788.0,Clothing,4,Weekly,0.9593186334310153,0.7198753779806731
101,User_101,33,Male,Location_1,2023-01-31,131.0,Home & Garden,5,Weekly,-1.3190843617870458,1.4201432553937792
102,User_102,38,Female,Location_2,2023-03-10,309.0,Books,1,Daily,-0.7018001408603869,-1.3809282542586454
103,User_103,53,Female,Location_3,2023-08-04,623.0,Electronics,2,Monthly,0.3871169679652922,-0.6806603768455392
104,User_104,41,Male,Location_4,2023-05-29,399.0,Books,4,Monthly,-0.38969014151544706,0.7198753779806731
105,User_105,33,Male,Location_5,2023-02-17,178.0,Food,2,Daily,-1.156093584351355,-0.6806603768455392
106,User_106,31,Male,Location_6,2023-03-22,254.0,Electronics,5,Daily,-0.8925340293489613,1.4201432553937792
107,User_107,39,Male,Location_7,2023-04-11,793.0,Electronics,5,Daily,0.9766580778390676,1.4201432553937792
108,User_108,66,Female,Location_8,2023-09-24,24.0,Home & Garden,4,Daily,-1.6901484721193631,0.7198753779806731
109,User_109,67,Male,Location_9,2023-12-06,479.0,Food,4,Weekly,-0.1122590309866116,0.7198753779806731
110,User_110,23,Male,Location_10,2023-01-07,10.0,Clothing,1,Weekly,-1.7386989164619095,-1.3809282542586454
111,User_111,59,Male,Location_11,2023-04-21,301.0,Food,3,Daily,-0.7295432519132705,0.01960750056756699
112,User_112,53,Female,Location_12,2023-06-05,619.0,Clothing,1,Weekly,0.37324541243885045,-1.3809282542586454
113,User_113,18,Female,Location_13,2023-10-21,408.0,Food,4,Weekly,-0.35847914158095306,0.7198753779806731
114,User_114,49,Female,Location_14,2023-04-21,784.0,Food,1,Daily,0.9454470779045736,-1.3809282542586454
115,User_115,23,Male,Location_15,2023-08-25,610.0,Clothing,2,Weekly,0.34203441250435646,-0.6806603768455392
116,User_116,48,Female,Location_16,2023-01-11,512.0,Books,5,Daily,0.002181302106533035,1.4201432553937792
117,User_117,18,Female,Location_17,2023-09-09,13.0,Home & Garden,5,Monthly,-1.728295249817078,1.4201432553937792
118,User_118,67,Male,Location_18,2023-05-05,334.0,Home & Garden,1,Monthly,-0.6151029188201258,-1.3809282542586454
119,User_119,68,Female,Location_19,2023-07-11,111.0,Home & Garden,3,Daily,-1.3884421394192548,0.01960750056756699
120,User_120,54,Male,Location_20,2023-02-24,498.0,Clothing,4,Weekly,-0.04636914223601317,0.7198753779806731
121,User_121,52,Female,Location_21,2023-12-22,873.0,Home & Garden,5,Daily,1.254089188367903,1.4201432553937792
122,User_122,66,Female,Location_22,2023-06-13,933.0,Electronics,1,Monthly,1.4621625212645297,-1.3809282542586454
123,User_123,47,Male,Location_23,2023-03-27,636.0,Food,4,Monthly,0.43219952342622797,0.7198753779806731
124,User_124,21,Male,Location_24,2023-01-15,589.0,Clothing,5,Daily,0.2692087459905372,1.4201432553937792
125,User_125,52,Female,Location_25,2023-11-19,812.0,Clothing,1,Daily,1.042547966589666,-1.3809282542586454
126,User_126,60,Female,Location_26,2023-08-13,435.0,Electronics,4,Daily,-0.26484614177747107,0.7198753779806731
127,User_127,31,Male,Location_27,2023-11-07,791.0,Food,3,Weekly,0.9697223000758467,0.01960750056756699
128,User_128,66,Female,Location_28,2023-12-27,905.0,Home & Garden,1,Daily,1.3650616325794371,-1.3809282542586454
129,User_129,57,Male,Location_29,2023-11-20,123.0,Clothing,1,Daily,-1.3468274728399294,-1.3809282542586454
130,User_130,39,Male,Location_30,2023-09-20,411.0,Clothing,1,Weekly,-0.34807547493612173,-1.3809282542586454
131,User_131,27,Male,Location_31,2023-11-13,372.0,Clothing,5,Weekly,-0.483323141318929,1.4201432553937792
132,User_132,18,Female,Location_32,2023-01-09,690.0,Clothing,3,Monthly,0.6194655230331919,0.01960750056756699
133,User_133,28,Female,Location_33,2023-01-08,503.0,Clothing,3,Monthly,-0.029029697827960953,0.01960750056756699
134,User_134,68,Female,Location_34,2023-10-18,980.0,Clothing,1,Daily,1.6251532987002204,-1.3809282542586454
135,User_135,61,Female,Location_35,2023-08-02,816.0,Electronics,1,Monthly,1.0564195221161077,-1.3809282542586454
136,User_136,41,Female,Location_36,2023-01-29,564.0,Clothing,3,Monthly,0.1825115239502761,0.01960750056756699
137,User_137,20,Male,Location_37,2023-12-11,333.0,Books,4,Weekly,-0.6185708077017363,0.7198753779806731
138,User_138,52,Female,Location_38,2023-08-08,293.0,Food,1,Weekly,-0.757286362966154,-1.3809282542586454
139,User_139,53,Male,Location_39,2023-10-30,966.0,Food,3,Weekly,1.5766028543576742,0.01960750056756699
140,User_140,48,Male,Location_40,2023-01-21,665.0,Home & Garden,5,Monthly,0.5327683009929308,1.4201432553937792
141,User_141,21,Female,Location_41,2023-12-03,764.0,Clothing,3,Weekly,0.8760893002723648,0.01960750056756699
142,User_142,36,Male,Location_42,2023-03-14,940.0,Clothing,4,Monthly,1.4864377434358027,0.7198753779806731
143,User_143,64,Female,Location_43,2023-07-17,494.0,Electronics,1,Weekly,-0.06024069776245494,-1.3809282542586454
144,User_144,53,Male,Location_44,2023-01-04,756.0,Books,3,Monthly,0.8483461892194811,0.01960750056756699
145,User_145,38,Male,Location_45,2023-05-23,625.0,Food,2,Weekly,0.3940527457285131,-0.6806603768455392
146,User_146,35,Male,Location_46,2023-09-20,700.0,Food,1,Monthly,0.6541444118492964,-1.3809282542586454
147,User_147,68,Female,Location_47,2023-04-09,54.0,Home & Garden,1,Monthly,-1.58611180567105,-1.3809282542586454
148,User_148,45,Female,Location_48,2023-02-23,350.0,Clothing,2,Weekly,-0.5596166967143588,-0.6806603768455392
149,User_149,32,Female,Location_49,2023-08-12,574.0,Electronics,1,Weekly,0.21719041276638051,-1.3809282542586454
150,User_150,59,Female,Location_50,2023-03-19,931.0,Home & Garden,5,Weekly,1.4552267435013087,1.4201432553937792
151,User_151,19,Male,Location_51,2023-06-22,725.0,Home & Garden,5,Daily,0.7408416338895575,1.4201432553937792
152,User_152,54,Female,Location_52,2023-09-02,182.0,Home & Garden,4,Daily,-1.1422220288249132,0.7198753779806731
153,User_153,28,Female,Location_53,2023-02-14,91.0,Electronics,4,Weekly,-1.4577999170514635,0.7198753779806731
154,User_154,40,Male,Location_54,2023-11-26,655.0,Electronics,3,Weekly,0.4980894121768264,0.01960750056756699
155,User_155,61,Male,Location_55,2023-04-26,605.0,Clothing,3,Daily,0.32469496809630427,0.01960750056756699
156,User_156,58,Female,Location_56,2023-12-07,721.0,Electronics,5,Weekly,0.7269700783631157,1.4201432553937792
157,User_157,29,Male,Location_57,2023-10-21,265.0,Home & Garden,1,Weekly,-0.8543872516512464,-1.3809282542586454
158,User_158,20,Female,Location_58,2023-11-12,846.0,Clothing,2,Daily,1.1604561885644211,-0.6806603768455392
159,User_159,69,Male,Location_59,2023-12-20,617.0,Home & Garden,5,Monthly,0.36630963467562955,1.4201432553937792
160,User_160,34,Female,Location_60,2023-08-07,359.0,Home & Garden,4,Daily,-0.5284056967798648,0.7198753779806731
161,User_161,50,Male,Location_61,2023-06-20,116.0,Food,4,Weekly,-1.3711026950112024,0.7198753779806731
162,User_162,18,Female,Location_62,2023-12-25,764.0,Electronics,4,Weekly,0.8760893002723648,0.7198753779806731
163,User_163,56,Male,Location_63,2023-10-01,613.0,Food,2,Monthly,0.3524380791491878,-0.6806603768455392
164,User_164,37,Female,Location_64,2023-12-18,170.0,Food,4,Weekly,-1.1838366954042385,0.7198753779806731
165,User_165,64,Female,Location_65,2023-11-16,501.0,Home & Garden,4,Weekly,-0.03596547559118184,0.7198753779806731
166,User_166,60,Female,Location_66,2023-05-19,947.0,Electronics,3,Daily,1.510712965607076,0.01960750056756699
167,User_167,69,Female,Location_67,2023-11-27,220.0,Home & Garden,1,Daily,-1.0104422513237163,-1.3809282542586454
168,User_168,58,Female,Location_68,2023-06-06,423.0,Books,1,Weekly,-0.3064608083567964,-1.3809282542586454
169,User_169,31,Female,Location_69,2023-08-03,919.0,Home & Garden,2,Weekly,1.4136120769219833,-0.6806603768455392
170,User_170,48,Male,Location_70,2023-11-01,374.0,Home & Garden,4,Weekly,-0.4763873635557081,0.7198753779806731
171,User_171,42,Female,Location_71,2023-09-06,659.0,Electronics,3,Weekly,0.5119609677032682,0.01960750056756699
172,User_172,20,Male,Location_72,2023-07-04,64.0,Home & Garden,1,Monthly,-1.5514329168549454,-1.3809282542586454
173,User_173,21,Female,Location_73,2023-12-20,914.0,Home & Garden,2,Daily,1.3962726325139312,-0.6806603768455392
174,User_174,48,Male,Location_74,2023-12-25,35.0,Food,3,Daily,-1.6520016944216485,0.01960750056756699
175,User_175,52,Female,Location_75,2023-09-13,171.0,Home & Garden,4,Weekly,-1.180368806522628,0.7198753779806731
176,User_176,61,Male,Location_76,2023-07-18,539.0,Electronics,2,Weekly,0.095814301910015,-0.6806603768455392
177,User_177,31,Female,Location_77,2023-01-16,507.0,Food,3,Weekly,-0.01515814230151918,0.01960750056756699
178,User_178,66,Male,Location_78,2023-08-07,441.0,Clothing,1,Daily,-0.24403880848780843,-1.3809282542586454
179,User_179,58,Female,Location_79,2023-05-12,538.0,Clothing,5,Weekly,0.09234641302840456,1.4201432553937792
180,User_180,26,Male,Location_80,2023-10-28,571.0,Home & Garden,1,Weekly,0.20678674612154918,-1.3809282542586454
181,User_181,37,Male,Location_81,2023-10-11,72.0,Food,5,Monthly,-1.523689805802062,1.4201432553937792
182,User_182,49,Male,Location_82,2023-10-04,849.0,Books,2,Daily,1.1708598552092524,-0.6806603768455392
183,User_183,26,Female,Location_83,2023-09-22,872.0,Clothing,3,Monthly,1.2506212994862926,0.01960750056756699
184,User_184,44,Male,Location_84,2023-07-01,986.0,Food,3,Weekly,1.6459606319898832,0.01960750056756699
185,User_185,20,Female,Location_85,2023-10-21,96.0,Clothing,3,Monthly,-1.4404604726434114,0.01960750056756699
186,User_186,70,Female,Location_86,2023-07-07,517.0,Food,4,Monthly,0.01952074651458525,0.7198753779806731
187,User_187,21,Female,Location_87,2023-11-28,175.0,Home & Garden,1,Daily,-1.1664972509961864,-1.3809282542586454
188,User_188,62,Female,Location_88,2023-12-21,275.0,Food,5,Monthly,-0.819708362835142,1.4201432553937792
189,User_189,32,Male,Location_89,2023-09-15,952.0,Food,4,Weekly,1.528052410015128,0.7198753779806731
190,User_190,50,Female,Location_90,2023-08-15,662.0,Electronics,2,Weekly,0.5223646343480995,-0.6806603768455392
191,User_191,22,Male,Location_91,2023-01-06,98.0,Home & Garden,2,Weekly,-1.4335246948801905,-0.6806603768455392
192,User_192,21,Female,Location_92,2023-07-08,391.0,Books,4,Weekly,-0.4174332525683306,0.7198753779806731
193,User_193,63,Male,Location_93,2023-05-23,383.0,Clothing,5,Daily,-0.44517636362121416,1.4201432553937792
194,User_194,29,Female,Location_94,2023-03-03,416.0,Food,2,Weekly,-0.3307360305280695,-0.6806603768455392
195,User_195,40,Female,Location_95,2023-10-19,194.0,Food,1,Daily,-1.1006073622455879,-1.3809282542586454
196,User_196,31,Male,Location_96,2023-08-15,600.0,Home & Garden,2,Daily,0.30735552368825203,-0.6806603768455392
197,User_197,63,Female,Location_97,2023-09-30,567.0,Electronics,5,Daily,0.19291519059510742,1.4201432553937792
198,User_198,29,Female,Location_98,2023-11-28,811.0,Clothing,1,Weekly,1.0390800777080555,-1.3809282542586454
199,User_199,34,Female,Location_99,2023-06-13,712.0,Books,4,Daily,0.6957590784286217,0.7198753779806731
200,User_200,42,Female,Location_0,2023-05-05,526.0,Food,5,Monthly,0.05073174644907924,1.4201432553937792
201,User_201,47,Female,Location_1,2023-03-12,847.0,Electronics,1,Monthly,1.1639240774460315,-1.3809282542586454
202,User_202,39,Female,Location_2,2023-12-22,647.0,Clothing,1,Weekly,0.4703463011239429,-1.3809282542586454
203,User_203,64,Female,Location_3,2023-04-18,86.0,Clothing,1,Monthly,-1.4751393614595159,-1.3809282542586454
204,User_204,43,Female,Location_4,2023-10-18,691.0,Books,5,Monthly,0.6229334119148023,1.4201432553937792
205,User_205,34,Male,Location_5,2023-11-11,406.0,Home & Garden,3,Monthly,-0.3654149193441739,0.01960750056756699
206,User_206,37,Female,Location_6,2023-10-02,778.0,Clothing,2,Monthly,0.9246397446149109,-0.6806603768455392
207,User_207,51,Male,Location_7,2023-08-23,719.0,Clothing,3,Daily,0.7200343005998948,0.01960750056756699
208,User_208,58,Female,Location_8,2023-04-04,160.0,Books,2,Monthly,-1.218515584220343,-0.6806603768455392
209,User_209,50,Male,Location_9,2023-02-16,755.0,Food,5,Weekly,0.8448783003378707,1.4201432553937792
210,User_210,54,Male,Location_10,2023-02-15,363.0,Home & Garden,2,Weekly,-0.514534141253423,-0.6806603768455392
211,User_211,24,Male,Location_11,2023-04-07,699.0,Books,5,Monthly,0.6506765229676859,1.4201432553937792
212,User_212,39,Female,Location_12,2023-03-13,637.0,Food,1,Monthly,0.43566741230783845,-1.3809282542586454
213,User_213,49,Female,Location_13,2023-04-16,843.0,Books,4,Monthly,1.1500525219195896,0.7198753779806731
214,User_214,31,Male,Location_14,2023-12-29,404.0,Books,3,Monthly,-0.3723506971073948,0.01960750056756699
215,User_215,25,Female,Location_15,2023-10-12,208.0,Books,3,Monthly,-1.0520569179030417,0.01960750056756699
216,User_216,42,Female,Location_16,2023-08-10,132.0,Electronics,5,Daily,-1.3156164729054354,1.4201432553937792
217,User_217,33,Male,Location_17,2023-02-08,26.0,Books,2,Weekly,-1.6832126943561423,-0.6806603768455392
218,User_218,59,Female,Location_18,2023-08-02,721.0,Food,2,Weekly,0.7269700783631157,-0.6806603768455392
219,User_219,36,Male,Location_19,2023-04-09,421.0,Food,4,Daily,-0.3133965861200173,0.7198753779806731
220,User_220,58,Male,Location_20,2023-08-04,304.0,Clothing,1,Daily,-0.7191395852684391,-1.3809282542586454
221,User_221,33,Female,Location_21,2023-11-02,117.0,Electronics,2,Daily,-1.367634806129592,-0.6806603768455392
222,User_222,29,Male,Location_22,2023-05-27,94.0,Food,2,Weekly,-1.4473962504066322,-0.6806603768455392
223,User_223,56,Female,Location_23,2023-08-24,435.0,Electronics,1,Weekly,-0.26484614177747107,-1.3809282542586454
224,User_224,65,Female,Location_24,2023-10-21,732.0,Clothing,4,Monthly,0.7651168560608306,0.7198753779806731
225,User_225,47,Female,Location_25,2023-05-29,637.0,Electronics,2,Daily,0.43566741230783845,-0.6806603768455392
226,User_226,19,Female,Location_26,2023-03-13,464.0,Food,5,Weekly,-0.16427736421076825,1.4201432553937792
227,User_227,49,Male,Location_27,2023-11-10,944.0,Home & Garden,1,Weekly,1.5003092989622444,-1.3809282542586454
228,User_228,62,Female,Location_28,2023-05-21,684.0,Electronics,2,Monthly,0.5986581897435292,-0.6806603768455392
229,User_229,42,Female,Location_29,2023-01-22,123.0,Electronics,4,Monthly,-1.3468274728399294,0.7198753779806731
230,User_230,42,Female,Location_30,2023-02-16,724.0,Home & Garden,3,Weekly,0.737373745007947,0.01960750056756699
231,User_231,21,Male,Location_31,2023-12-28,777.0,Books,5,Daily,0.9211718557333005,1.4201432553937792
232,User_232,36,Male,Location_32,2023-05-03,369.0,Home & Garden,5,Monthly,-0.49372680796376034,1.4201432553937792
233,User_233,65,Female,Location_33,2023-06-12,818.0,Books,5,Weekly,1.0633552998793288,1.4201432553937792
234,User_234,21,Female,Location_34,2023-07-20,50.0,Home & Garden,5,Monthly,-1.5999833611974916,1.4201432553937792
235,User_235,60,Female,Location_35,2023-04-13,933.0,Electronics,3,Daily,1.4621625212645297,0.01960750056756699
236,User_236,30,Female,Location_36,2023-08-04,104.0,Books,3,Weekly,-1.4127173615905277,0.01960750056756699
237,User_237,56,Female,Location_37,2023-08-30,174.0,Books,3,Daily,-1.1699651398777968,0.01960750056756699
238,User_238,53,Male,Location_38,2023-03-09,108.0,Home & Garden,3,Monthly,-1.398845806064086,0.01960750056756699
239,User_239,40,Female,Location_39,2023-06-28,581.0,Electronics,4,Daily,0.2414656349376536,0.7198753779806731
240,User_240,23,Male,Location_40,2023-05-23,611.0,Electronics,2,Daily,0.34550230138596694,-0.6806603768455392
241,User_241,41,Male,Location_41,2023-02-25,933.0,Electronics,3,Monthly,1.4621625212645297,0.01960750056756699
242,User_242,61,Female,Location_42,2023-10-11,706.0,Books,3,Daily,0.6749517451389591,0.01960750056756699
